["#0000000040000002#","Vicinity","",1775526628]Welcome to AnarchyOnline
["#0000000040000001#","System","",1775526994]Unable to perform action Pistol Mastery perk is locked, able in 00:00:15
["#0000000040000001#","System","",1775526994]Unable to perform action Pistol Mastery perk is locked, able in 00:00:33
["#0000000040000001#","System","",1775526994]Unable to perform action Pistol Mastery perk is locked, able in 00:01:03
["#0000000040000001#","System","",1775526994]Unable to perform action Champion of Light Artillery perk is locked, able in 00:00:39
["#0000000040000001#","System","",1775526994]Unable to perform action Champion of Light Artillery perk is locked, able in 00:00:02
["#0000000040000001#","System","",1775526994]Unable to perform action Champion of Nano Combat perk is locked, able in 00:00:45
["#0000000040000001#","System","",1775526994]Unable to perform action Champion of Nano Combat perk is locked, able in 00:00:10
["#0000000040000001#","System","",1775526994]Unable to perform action Loophole perk is locked, able in 00:00:07
["#0000000040000001#","System","",1775526994]Must be in combat mode.
["#0000000040000001#","System","",1775526994]You're unable to perform this action; please check the requirements of the item.
["#0000000040000001#","System","",1775526994]Unable to perform action, Ranged Ener skill is locked, able in 00:00:10
["#0000000040000001#","System","",1775526994]Unable to perform action, Grenade skill is locked, able in 00:00:06
["#000000004200000a#","Other hit by other","",1775526994]Biggi3 hit Ground Chief Aune for 2762 points of melee damage.
["#0000000042000008#","You hit other","",1775526994]You hit Ground Chief Aune for 1791 points of projectile damage.
["#0000000042000009#","Your pet hit by other","",1775526994]Sword hit Ground Chief Aune for 1837 points of melee damage.
["#0000000042000004#","Other hit by nano","",1775526995]Ground Chief Aune was attacked with nanobots from Biggi3 for 124 points of melee damage.
["#0000000042000004#","Other hit by nano","",1775526995]Ground Chief Aune was attacked with nanobots from Biggi3 for 4670 points of melee damage.
["#0000000040000001#","System","",1775526995]Unable to perform action, Burst skill is locked, able in 00:00:07
["#0000000040000001#","System","",1775526995]Unable to perform action, Fling Shot skill is locked, able in 00:00:04
["#000000004200000a#","Other hit by other","",1775526995]Biggi3's reflect shield hit Ground Chief Aune for 68 points of damage.
["#000000004200000a#","Other hit by other","",1775526995]Biggi3's damage shield hit Ground Chief Aune for 334 points of damage.
["#000000004200000a#","Other hit by other","",1775526995]Ground Chief Aune hit Biggi3 for 1817 points of cold damage.
["#0000000042000009#","Your pet hit by other","",1775526995]Briefcase hit Ground Chief Aune for 690 points of melee damage. Glancing hit.
["#0000000040000001#","System","",1775526995]Please wait until previous action has finished.
["#0000000040000001#","System","",1775526995]Please wait until previous action has finished.
["#0000000040000001#","System","",1775526995]Please wait until previous action has finished.
["#0000000042000008#","You hit other","",1775526995]You hit Ground Chief Aune for 1791 points of projectile damage.
["#0000000042000009#","Your pet hit by other","",1775526995]Sword hit Ground Chief Aune for 1417 points of melee damage.
["#0000000041000000#","Your Pets","",1775526995]Plus1's pet, Briefcase: I'll fix his habius corpus!
["#0000000041000000#","Your Pets","",1775526995]Plus1's pet, Sword: Charge!
["#000000004200000a#","Other hit by other","",1775526996]Biggi3 hit Ground Chief Aune for 4863 points of melee damage. Critical hit!
["#0000000042000009#","Your pet hit by other","",1775526996]Briefcase hit Ground Chief Aune for 2124 points of melee damage.
["#0000000040000001#","System","",1775526996]Champion of Light Artillery available.
["#0000000042000004#","Other hit by nano","",1775526997]Ground Chief Aune was attacked with nanobots from Biggi3 for 124 points of melee damage.
["#0000000042000004#","Other hit by nano","",1775526997]Ground Chief Aune was attacked with nanobots from Biggi3 for 1950 points of melee damage.
["#0000000042000004#","Other hit by nano","",1775526997]Ground Chief Aune was attacked with nanobots from Biggi3 for 890 points of melee damage.
["#000000004200000a#","Other hit by other","",1775526997]Biggi3 hit Ground Chief Aune for 2762 points of melee damage.
["#0000000042000009#","Your pet hit by other","",1775526997]Briefcase hit Ground Chief Aune for 2542 points of melee damage.
["#0000000042000009#","Your pet hit by other","",1775526997]Sword hit Ground Chief Aune for 1239 points of radiation damage.
["#0000000042000004#","Other hit by nano","",1775526997]Ground Chief Aune was attacked with nanobots from Sword for 2500 points of fire damage.
["#0000000042000008#","You hit other","",1775526997]You hit Ground Chief Aune for 1791 points of projectile damage.
["#0000000040000001#","System","",1775526998]Starfall available.
["#0000000042000009#","Your pet hit by other","",1775526998]Briefcase hit Ground Chief Aune for 704 points of melee damage. Glancing hit.
["#0000000042000009#","Your pet hit by other","",1775526998]Sword hit Ground Chief Aune for 1969 points of melee damage.
["#0000000040000001#","System","",1775526999]Fling Shot skill available.
["#0000000040000001#","System","",1775526999]Loophole available.
["#0000000042000004#","Other hit by nano","",1775526999]Ground Chief Aune was attacked with nanobots from Biggi3 for 124 points of melee damage.
["#0000000042000008#","You hit other","",1775526999]You hit Ground Chief Aune for 1791 points of projectile damage.
["#0000000042000009#","Your pet hit by other","",1775526999]Briefcase hit Ground Chief Aune for 3710 points of melee damage. Critical hit!
["#0000000042000009#","Your pet hit by other","",1775526999]Sword hit Ground Chief Aune for 1445 points of melee damage.
["#0000000040000001#","System","",1775527000]Grenade or Lumping Throwing skill available.
["#000000004200000a#","Other hit by other","",1775527000]Biggi3 hit Ground Chief Aune for 2508 points of melee damage.
["#0000000040000001#","System","",1775527001]Loophole available.
["#0000000042000004#","Other hit by nano","",1775527001]Ground Chief Aune was attacked with nanobots from Biggi3 for 124 points of melee damage.
["#000000004200000a#","Other hit by other","",1775527001]Biggi3's reflect shield hit Ground Chief Aune for 49 points of damage.
["#000000004200000a#","Other hit by other","",1775527001]Biggi3's damage shield hit Ground Chief Aune for 329 points of damage.
["#000000004200000a#","Other hit by other","",1775527001]Ground Chief Aune hit Biggi3 for 3580 points of energy damage.
["#0000000042000009#","Your pet hit by other","",1775527001]Briefcase hit Ground Chief Aune for 1541 points of melee damage.
["#0000000042000009#","Your pet hit by other","",1775527001]Sword hit Ground Chief Aune for 1239 points of radiation damage.
["#0000000040000001#","System","",1775527002]Burst skill available.
["#0000000042000004#","Other hit by nano","",1775527002]Ground Chief Aune was attacked with nanobots from Biggi3 for 890 points of melee damage.
["#0000000042000009#","Your pet hit by other","",1775527002]Briefcase hit Ground Chief Aune for 3530 points of melee damage.
["#0000000040000001#","System","",1775527002]Unable to perform action Starfall perk is locked, able in 00:00:27
["#0000000040000001#","System","",1775527002]Unable to perform action Starfall perk is locked, able in 00:00:33
["#0000000040000001#","System","",1775527002]Unable to perform action Starfall perk is locked, able in 00:00:42
["#0000000040000001#","System","",1775527002]Action is not available.
["#0000000040000001#","System","",1775527002]Unable to perform action Pistol Mastery perk is locked, able in 00:00:06
["#0000000040000001#","System","",1775527002]Unable to perform action Pistol Mastery perk is locked, able in 00:00:24
["#0000000040000001#","System","",1775527002]Unable to perform action Pistol Mastery perk is locked, able in 00:00:54
["#0000000040000001#","System","",1775527002]Unable to perform action Champion of Light Artillery perk is locked, able in 00:00:30
["#0000000040000001#","System","",1775527002]Unable to perform action Champion of Nano Combat perk is locked, able in 00:00:36
["#0000000040000001#","System","",1775527002]Unable to perform action Champion of Nano Combat perk is locked, able in 00:00:01
["#0000000042000009#","Your pet hit by other","",1775527002]Sword hit Ground Chief Aune for 1434 points of melee damage.
["#000000004200000a#","Other hit by other","",1775527002]Biggi3 hit Ground Chief Aune for 2762 points of melee damage.
["#0000000042000008#","You hit other","",1775527002]You hit Ground Chief Aune for 2759 points of Fling Shot damage.
["#0000000040000001#","System","",1775527002]Please wait until previous action has finished.
["#0000000040000001#","System","",1775527002]Please wait until previous action has finished.
["#0000000040000001#","System","",1775527002]Please wait until previous action has finished.
["#0000000042000008#","You hit other","",1775527002]You hit Ground Chief Aune for 5373 points of Burst damage.
["#0000000042000018#","Me Cast Nano","",1775527003]Executing Nano Program: Workplace Depression.
["#0000000042000018#","Me Cast Nano","",1775527003]Executing Nano Program: Intensify Stress.
["#0000000042000018#","Me Cast Nano","",1775527003]Wait for current nano program execution to finish.
["#0000000042000018#","Me Cast Nano","",1775527003]Unable to execute nano program. You can't execute this nano on the target.
["#0000000042000018#","Me Cast Nano","",1775527003]Wait for current nano program execution to finish.
["#0000000042000018#","Me Cast Nano","",1775527003]Unable to execute nano program. You can't execute this nano on the target.
["#0000000040000001#","System","",1775527003]Unable to perform action, Fling Shot skill is locked, able in 00:00:06
["#0000000040000001#","System","",1775527003]Unable to perform action, Burst skill is locked, able in 00:00:09
["#0000000040000001#","System","",1775527003]Unable to perform action Starfall perk is locked, able in 00:00:27
